State,County,Soil_Texture,Soil_pH,Organic_Matter(%),Soil_Depth(cm),Drainage_Class
MISSOURI,CARROLL,Loam,6.89,3.48,125,Well Drained
MISSOURI,GRUNDY,Loam,6.99,3.79,100,Well Drained
MISSOURI,LINN,Loam,7.46,1.86,100,Moderately Drained
MISSOURI,LIVINGSTON,Sandy Loam,5.92,1.17,100,Poorly Drained
MISSOURI,MACON,Clay,7.15,2.45,100,Poorly Drained
MISSOURI,PUTNAM,Loam,6.54,1.39,50,Well Drained
MISSOURI,RANDOLPH,Loam,6.25,1.47,100,Poorly Drained
MISSOURI,SULLIVAN,Sandy Loam,5.74,2.02,75,Well Drained
MISSOURI,AUDRAIN,Sandy Loam,6.97,2.18,75,Poorly Drained
MISSOURI,CLARK,Silt,5.97,3.12,75,Moderately Drained
MISSOURI,KNOX,Loam,6.24,3.71,100,Poorly Drained
MISSOURI,LEWIS,Silt,5.63,3.37,75,Well Drained
MISSOURI,MARION,Sandy Loam,7.1,1.59,50,Well Drained
MISSOURI,MONROE,Sandy Loam,7.03,1.69,125,Poorly Drained
MISSOURI,RALLS,Clay,6.97,4.52,100,Moderately Drained
MISSOURI,SCOTLAND,Loam,6.1,3.23,75,Well Drained
MISSOURI,SHELBY,Silt,5.85,4.48,50,Well Drained
MISSOURI,ANDREW,Sandy Loam,6.78,2.49,125,Well Drained
MISSOURI,BUCHANAN,Sandy Loam,6.49,3.46,50,Well Drained
MISSOURI,CALDWELL,Silt,5.86,3.09,75,Well Drained
MISSOURI,CLAY,Clay,6.87,2.28,50,Moderately Drained
MISSOURI,CLINTON,Sandy Loam,7.48,2.88,125,Poorly Drained
MISSOURI,DAVIESS,Loam,6.99,3.01,75,Moderately Drained
MISSOURI,DE KALB,Sandy Loam,6.98,1.8,125,Moderately Drained
MISSOURI,GENTRY,Loam,7.4,2.26,50,Well Drained
MISSOURI,HOLT,Silt,5.91,4.17,100,Moderately Drained
MISSOURI,PLATTE,Loam,6.63,4.66,100,Well Drained
MISSOURI,RAY,Silt,7.46,2.44,100,Moderately Drained
MISSOURI,WORTH,Loam,5.83,2.23,100,Well Drained
MISSOURI,BOLLINGER,Silt,6.9,1.78,125,Well Drained
MISSOURI,WAYNE,Loam,6.67,3.71,100,Moderately Drained
MISSOURI,CAPE GIRARDEAU,Clay,6.67,2.29,125,Moderately Drained
MISSOURI,DUNKLIN,Loam,6.9,4.95,75,Poorly Drained
MISSOURI,MISSISSIPPI,Loam,7.36,2.3,100,Poorly Drained
MISSOURI,NEW MADRID,Clay,7.07,2.58,125,Poorly Drained
MISSOURI,PEMISCOT,Sandy Loam,5.61,3.41,100,Moderately Drained
MISSOURI,SCOTT,Sandy Loam,7.21,4.21,100,Moderately Drained
MISSOURI,STODDARD,Loam,5.95,2.88,100,Well Drained
MISSOURI,BARTON,Clay,6.25,2.69,125,Poorly Drained
MISSOURI,DADE,Loam,6.42,4.98,50,Well Drained
MISSOURI,JASPER,Silt,6.46,1.04,100,Well Drained
MISSOURI,LAWRENCE,Silt,6.37,4.58,100,Well Drained
MISSOURI,BATES,Loam,7.37,1.6,75,Well Drained
MISSOURI,HENRY,Sandy Loam,6.91,4.14,50,Poorly Drained
MISSOURI,JACKSON,Sandy Loam,6.76,3.47,125,Well Drained
MISSOURI,JOHNSON,Loam,5.6,2.37,75,Moderately Drained
MISSOURI,LAFAYETTE,Loam,7.31,4.5,100,Moderately Drained
MISSOURI,ST CLAIR,Silt,7.32,1.05,75,Moderately Drained
MISSOURI,VERNON,Sandy Loam,7.06,1.91,75,Poorly Drained
NEBRASKA,OTHER COUNTIES,Loam,5.51,3.27,100,Well Drained
NEBRASKA,BUFFALO,Silt,5.61,2.41,50,Poorly Drained
NEBRASKA,CUSTER,Sandy Loam,5.95,3.44,50,Well Drained
NEBRASKA,DAWSON,Clay,5.76,1.1,75,Poorly Drained
NEBRASKA,GREELEY,Silt,6.3,1.47,100,Poorly Drained
NEBRASKA,HALL,Sandy Loam,7.35,1.51,125,Well Drained
NEBRASKA,HOWARD,Sandy Loam,6.44,1.76,75,Poorly Drained
NEBRASKA,SHERMAN,Silt,5.53,2.84,125,Well Drained
NEBRASKA,VALLEY,Clay,6.07,4.01,75,Moderately Drained
NEBRASKA,BUTLER,Silt,5.59,4.62,75,Moderately Drained
NEBRASKA,CASS,Sandy Loam,5.57,4.34,100,Moderately Drained
NEBRASKA,COLFAX,Loam,6.05,1.79,100,Poorly Drained
NEBRASKA,DODGE,Loam,6.05,2.76,125,Moderately Drained
NEBRASKA,DOUGLAS,Silt,7.07,1.8,125,Well Drained
NEBRASKA,HAMILTON,Sandy Loam,7.45,2.06,50,Moderately Drained
NEBRASKA,LANCASTER,Loam,6.24,3.01,100,Moderately Drained
NEBRASKA,MERRICK,Sandy Loam,6.36,1.27,75,Poorly Drained
NEBRASKA,PLATTE,Silt,7.19,1.87,75,Well Drained
NEBRASKA,POLK,Loam,6.04,4.74,50,Poorly Drained
NEBRASKA,SARPY,Sandy Loam,5.81,2.86,100,Poorly Drained
NEBRASKA,SAUNDERS,Loam,7.21,2.78,75,Well Drained
NEBRASKA,WASHINGTON,Silt,5.59,1.06,50,Poorly Drained
NEBRASKA,BOYD,Sandy Loam,6.74,1.99,50,Well Drained
NEBRASKA,BROWN,Loam,6.62,4.47,75,Moderately Drained
NEBRASKA,GARFIELD,Silt,6.19,1.66,75,Well Drained
NEBRASKA,HOLT,Loam,6.13,2.66,125,Well Drained
NEBRASKA,KEYA PAHA,Loam,7.04,1.06,100,Well Drained
NEBRASKA,LOGAN,Clay,5.67,2.91,125,Poorly Drained
NEBRASKA,LOUP,Clay,5.97,1.08,50,Well Drained
NEBRASKA,ROCK,Silt,6.96,4.28,75,Well Drained
NEBRASKA,WHEELER,Clay,6.6,4.3,125,Well Drained
NEBRASKA,BURT,Silt,5.76,4.15,50,Moderately Drained
NEBRASKA,CEDAR,Clay,7.26,2.13,100,Well Drained
NEBRASKA,CUMING,Loam,6.29,4.35,75,Poorly Drained
NEBRASKA,DAKOTA,Silt,7.16,3.17,125,Well Drained
NEBRASKA,DIXON,Silt,7.08,2.5,100,Well Drained
NEBRASKA,KNOX,Loam,6.75,3.5,125,Moderately Drained
NEBRASKA,MADISON,Silt,6.49,1.05,50,Well Drained
NEBRASKA,STANTON,Silt,7.46,1.57,100,Poorly Drained
NEBRASKA,WAYNE,Clay,5.79,3.97,125,Well Drained
NEBRASKA,BOX BUTTE,Silt,6.95,1.98,100,Poorly Drained
NEBRASKA,CHEYENNE,Sandy Loam,5.88,3.39,50,Moderately Drained
NEBRASKA,DEUEL,Loam,6.18,2.54,100,Well Drained
NEBRASKA,GARDEN,Clay,6.12,4.42,125,Moderately Drained
NEBRASKA,MORRILL,Clay,7.39,4.81,50,Well Drained
NEBRASKA,SCOTTS BLUFF,Sandy Loam,7.43,4.53,75,Poorly Drained
NEBRASKA,SIOUX,Loam,5.87,2.08,125,Moderately Drained
NEBRASKA,ADAMS,Loam,5.54,1.78,125,Well Drained
NEBRASKA,FRANKLIN,Clay,6.94,2.9,50,Poorly Drained
NEBRASKA,FURNAS,Silt,6.34,1.03,50,Moderately Drained
NEBRASKA,GOSPER,Clay,5.68,1.1,75,Well Drained
NEBRASKA,HARLAN,Loam,6.87,3.21,125,Moderately Drained
NEBRASKA,KEARNEY,Sandy Loam,6.59,3.08,50,Well Drained
NEBRASKA,PHELPS,Clay,7.46,4.98,75,Poorly Drained
NEBRASKA,WEBSTER,Loam,5.95,1.81,75,Poorly Drained
NEBRASKA,CLAY,Clay,6.31,2.03,50,Moderately Drained
NEBRASKA,FILLMORE,Silt,6.59,1.45,125,Moderately Drained
NEBRASKA,GAGE,Clay,7.08,4.67,100,Well Drained
NEBRASKA,JEFFERSON,Clay,6.6,4.11,100,Poorly Drained
NEBRASKA,JOHNSON,Loam,6.73,4.29,75,Well Drained
NEBRASKA,NEMAHA,Loam,5.95,4.61,100,Poorly Drained
NEBRASKA,PAWNEE,Loam,7.19,3.1,100,Moderately Drained
NEBRASKA,RICHARDSON,Clay,6.36,2.8,50,Well Drained
NEBRASKA,SALINE,Silt,5.78,2.32,75,Well Drained
NEBRASKA,THAYER,Sandy Loam,6.83,3.36,125,Poorly Drained
NEBRASKA,CHASE,Sandy Loam,5.93,2.82,75,Poorly Drained
NEBRASKA,DUNDY,Loam,5.7,2.81,50,Poorly Drained
NEBRASKA,HAYES,Loam,7.22,4.75,100,Moderately Drained
NEBRASKA,HITCHCOCK,Clay,6.42,4.94,125,Well Drained
NEBRASKA,LINCOLN,Sandy Loam,7.0,4.19,75,Poorly Drained
NEW YORK,OTHER COUNTIES,Loam,6.08,4.03,100,Moderately Drained
NEW YORK,CAYUGA,Silt,7.07,3.72,75,Poorly Drained
NEW YORK,CHENANGO,Silt,5.72,1.66,125,Well Drained
NEW YORK,CORTLAND,Loam,6.21,1.24,75,Poorly Drained
NEW YORK,HERKIMER,Loam,7.46,3.76,75,Well Drained
NEW YORK,MADISON,Sandy Loam,7.09,3.92,75,Moderately Drained
NEW YORK,ONEIDA,Sandy Loam,6.49,1.19,100,Moderately Drained
NEW YORK,ONONDAGA,Clay,6.18,4.71,125,Poorly Drained
NEW YORK,OSWEGO,Sandy Loam,7.24,1.36,125,Well Drained
NEW YORK,OTSEGO,Silt,6.59,2.14,100,Well Drained
NEW YORK,MONTGOMERY,Silt,7.02,3.69,100,Well Drained
NEW YORK,RENSSELAER,Loam,7.01,1.68,100,Poorly Drained
NEW YORK,WASHINGTON,Sandy Loam,5.54,1.22,50,Well Drained
NEW YORK,SUFFOLK,Clay,5.75,2.32,75,Well Drained
NEW YORK,FRANKLIN,Silt,6.82,4.06,75,Well Drained
NEW YORK,JEFFERSON,Silt,5.82,2.65,125,Well Drained
NEW YORK,LEWIS,Clay,6.01,3.61,75,Poorly Drained
NEW YORK,ST LAWRENCE,Clay,7.39,3.32,50,Poorly Drained
NEW YORK,COLUMBIA,Silt,6.62,1.09,100,Well Drained
NEW YORK,ULSTER,Silt,7.0,4.95,125,Well Drained
NEW YORK,BROOME,Clay,6.62,1.17,125,Moderately Drained
NEW YORK,TOMPKINS,Silt,6.61,4.87,75,Moderately Drained
NEW YORK,ALLEGANY,Loam,5.69,3.2,125,Well Drained
NEW YORK,CATTARAUGUS,Loam,6.19,4.85,100,Well Drained
NEW YORK,CHAUTAUQUA,Clay,6.06,1.46,125,Moderately Drained
NEW YORK,STEUBEN,Sandy Loam,6.28,2.96,100,Moderately Drained
NEW YORK,ERIE,Clay,7.1,1.68,50,Well Drained
NEW YORK,GENESEE,Clay,6.24,1.2,50,Poorly Drained
NEW YORK,LIVINGSTON,Sandy Loam,6.4,3.47,100,Poorly Drained
NEW YORK,MONROE,Sandy Loam,6.29,1.83,75,Well Drained
NEW YORK,NIAGARA,Sandy Loam,5.69,3.35,125,Well Drained
NEW YORK,ONTARIO,Loam,6.38,1.45,75,Moderately Drained
NEW YORK,ORLEANS,Silt,5.89,2.33,125,Moderately Drained
NEW YORK,SENECA,Loam,5.87,4.13,50,Poorly Drained
NEW YORK,WAYNE,Silt,5.69,2.75,50,Well Drained
NEW YORK,WYOMING,Loam,6.21,3.51,50,Moderately Drained
NEW YORK,YATES,Silt,7.01,3.59,125,Poorly Drained
NORTH CAROLINA,OTHER COUNTIES,Loam,6.05,4.38,50,Poorly Drained
NORTH CAROLINA,BEAUFORT,Sandy Loam,6.12,2.3,50,Poorly Drained
NORTH CAROLINA,CRAVEN,Clay,6.79,3.75,50,Moderately Drained
NORTH CAROLINA,GREENE,Loam,5.89,4.85,50,Moderately Drained
NORTH CAROLINA,JOHNSTON,Silt,7.29,3.92,75,Well Drained
NORTH CAROLINA,JONES,Sandy Loam,6.54,2.96,50,Well Drained
NORTH CAROLINA,LENOIR,Loam,6.4,3.52,50,Poorly Drained
NORTH CAROLINA,PAMLICO,Loam,6.62,3.96,75,Poorly Drained
NORTH CAROLINA,PITT,Sandy Loam,5.83,3.45,75,Moderately Drained
NORTH CAROLINA,WAYNE,Loam,6.73,1.07,125,Moderately Drained
NORTH CAROLINA,WILSON,Clay,6.23,1.78,100,Well Drained
NORTH CAROLINA,ALEXANDER,Loam,7.29,4.24,50,Well Drained
NORTH CAROLINA,CATAWBA,Clay,5.84,2.09,50,Well Drained
NORTH CAROLINA,CHATHAM,Clay,6.51,3.93,50,Moderately Drained
NORTH CAROLINA,DAVIDSON,Sandy Loam,6.7,2.49,125,Poorly Drained
NORTH CAROLINA,DAVIE,Loam,5.57,3.09,50,Well Drained
NORTH CAROLINA,IREDELL,Sandy Loam,6.23,1.27,100,Well Drained
NORTH CAROLINA,LEE,Loam,6.97,1.72,75,Moderately Drained
NORTH CAROLINA,RANDOLPH,Loam,7.14,4.83,125,Well Drained
NORTH CAROLINA,ROWAN,Silt,6.13,4.56,75,Poorly Drained
NORTH CAROLINA,WAKE,Loam,7.1,3.61,50,Moderately Drained
NORTH CAROLINA,BERTIE,Sandy Loam,7.44,2.84,50,Well Drained
NORTH CAROLINA,CAMDEN,Clay,7.21,3.7,50,Well Drained
NORTH CAROLINA,CHOWAN,Loam,5.74,3.47,100,Moderately Drained
NORTH CAROLINA,CURRITUCK,Silt,6.98,3.27,100,Moderately Drained
NORTH CAROLINA,EDGECOMBE,Sandy Loam,6.14,1.24,125,Well Drained
NORTH CAROLINA,GATES,Loam,7.48,3.53,75,Poorly Drained
NORTH CAROLINA,HALIFAX,Sandy Loam,6.47,4.08,50,Moderately Drained
NORTH CAROLINA,HERTFORD,Silt,5.74,4.98,50,Poorly Drained
NORTH CAROLINA,MARTIN,Silt,6.95,1.04,50,Well Drained
NORTH CAROLINA,NASH,Sandy Loam,6.15,3.92,50,Poorly Drained
NORTH CAROLINA,NORTHAMPTON,Loam,7.49,3.29,100,Well Drained
NORTH CAROLINA,PASQUOTANK,Clay,7.46,2.74,75,Well Drained
NORTH CAROLINA,PERQUIMANS,Silt,6.81,1.51,75,Well Drained
NORTH CAROLINA,TYRRELL,Loam,5.76,2.64,125,Well Drained
NORTH CAROLINA,WASHINGTON,Loam,6.87,2.42,100,Poorly Drained
NORTH CAROLINA,CALDWELL,Clay,5.69,2.21,50,Well Drained
NORTH CAROLINA,SURRY,Silt,5.56,3.92,75,Well Drained
NORTH CAROLINA,WILKES,Silt,7.15,3.8,75,Poorly Drained
NORTH CAROLINA,YADKIN,Loam,5.92,3.36,100,Moderately Drained
NORTH CAROLINA,ALAMANCE,Loam,6.26,4.75,125,Poorly Drained
NORTH CAROLINA,CASWELL,Clay,7.45,2.4,125,Poorly Drained
NORTH CAROLINA,DURHAM,Clay,6.17,1.98,50,Poorly Drained
NORTH CAROLINA,FORSYTH,Silt,6.09,3.62,125,Well Drained
NORTH CAROLINA,FRANKLIN,Sandy Loam,7.34,1.8,75,Well Drained
NORTH CAROLINA,GRANVILLE,Silt,5.72,2.26,125,Well Drained
NORTH CAROLINA,GUILFORD,Loam,7.02,1.9,50,Moderately Drained
NORTH CAROLINA,ORANGE,Silt,7.48,1.28,75,Well Drained
NORTH CAROLINA,PERSON,Sandy Loam,7.3,4.31,125,Moderately Drained
NORTH CAROLINA,ROCKINGHAM,Clay,6.8,2.02,125,Well Drained
NORTH CAROLINA,STOKES,Sandy Loam,6.13,2.89,100,Poorly Drained
NORTH CAROLINA,WARREN,Sandy Loam,6.01,1.17,50,Well Drained
NORTH CAROLINA,BLADEN,Sandy Loam,7.14,3.8,125,Moderately Drained
NORTH CAROLINA,BRUNSWICK,Clay,7.26,2.32,100,Moderately Drained
NORTH CAROLINA,COLUMBUS,Sandy Loam,6.55,3.98,75,Well Drained
NORTH CAROLINA,DUPLIN,Sandy Loam,5.99,2.65,100,Poorly Drained
NORTH CAROLINA,HARNETT,Sandy Loam,5.73,1.78,100,Well Drained
NORTH CAROLINA,ONSLOW,Loam,5.67,3.05,125,Well Drained
NORTH CAROLINA,PENDER,Sandy Loam,6.94,1.52,125,Well Drained
NORTH CAROLINA,ROBESON,Clay,6.34,2.76,125,Poorly Drained
NORTH CAROLINA,SAMPSON,Sandy Loam,7.31,2.27,100,Moderately Drained
NORTH CAROLINA,SCOTLAND,Sandy Loam,6.98,4.65,75,Poorly Drained
NORTH CAROLINA,ANSON,Clay,5.88,1.24,50,Moderately Drained
NORTH CAROLINA,CLEVELAND,Sandy Loam,6.73,3.78,100,Moderately Drained
NORTH CAROLINA,MOORE,Clay,6.37,1.73,125,Moderately Drained
NORTH CAROLINA,STANLY,Sandy Loam,6.65,2.28,50,Poorly Drained
NORTH CAROLINA,UNION,Clay,6.98,2.66,75,Well Drained
NORTH CAROLINA,BUNCOMBE,Sandy Loam,7.11,4.63,50,Well Drained
NORTH CAROLINA,BURKE,Sandy Loam,7.19,1.97,125,Well Drained
NORTH CAROLINA,HENDERSON,Loam,6.01,1.37,100,Well Drained
NORTH CAROLINA,RUTHERFORD,Loam,5.56,2.27,100,Well Drained
NORTH CAROLINA,TRANSYLVANIA,Sandy Loam,6.98,1.42,125,Poorly Drained
NORTH DAKOTA,OTHER COUNTIES,Sandy Loam,5.71,1.51,100,Poorly Drained
NORTH DAKOTA,EDDY,Silt,6.13,3.3,125,Poorly Drained
NORTH DAKOTA,FOSTER,Clay,5.51,1.24,100,Poorly Drained
NORTH DAKOTA,KIDDER,Silt,6.86,1.12,100,Poorly Drained
NORTH DAKOTA,SHERIDAN,Loam,5.83,3.86,100,Poorly Drained
NORTH DAKOTA,STUTSMAN,Loam,6.81,2.45,75,Poorly Drained
NORTH DAKOTA,WELLS,Loam,7.48,1.5,75,Well Drained
NORTH DAKOTA,BARNES,Loam,5.65,2.01,125,Moderately Drained
NORTH DAKOTA,CASS,Sandy Loam,5.65,3.57,75,Poorly Drained
NORTH DAKOTA,GRIGGS,Loam,6.18,2.1,125,Moderately Drained
NORTH DAKOTA,STEELE,Sandy Loam,7.23,2.98,50,Poorly Drained
NORTH DAKOTA,TRAILL,Sandy Loam,5.93,1.49,50,Poorly Drained
NORTH DAKOTA,BENSON,Loam,6.22,3.35,75,Well Drained
NORTH DAKOTA,BOTTINEAU,Loam,5.64,2.26,50,Moderately Drained
NORTH DAKOTA,MCHENRY,Clay,7.03,3.51,50,Well Drained
NORTH DAKOTA,PIERCE,Silt,6.32,4.23,100,Well Drained
NORTH DAKOTA,ROLETTE,Loam,7.02,3.45,100,Moderately Drained
NORTH DAKOTA,CAVALIER,Clay,7.31,2.18,125,Well Drained
NORTH DAKOTA,GRAND FORKS,Clay,5.97,2.02,50,Poorly Drained
NORTH DAKOTA,NELSON,Silt,7.11,2.31,125,Poorly Drained
NORTH DAKOTA,PEMBINA,Sandy Loam,5.62,1.66,125,Poorly Drained
NORTH DAKOTA,RAMSEY,Loam,7.3,1.72,50,Poorly Drained
NORTH DAKOTA,WALSH,Silt,6.8,4.16,75,Poorly Drained
NORTH DAKOTA,MOUNTRAIL,Loam,7.25,2.54,50,Well Drained
NORTH DAKOTA,RENVILLE,Clay,5.5,2.74,100,Well Drained
NORTH DAKOTA,WARD,Clay,5.84,3.38,50,Poorly Drained
NORTH DAKOTA,WILLIAMS,Sandy Loam,6.28,3.36,75,Poorly Drained
NORTH DAKOTA,BURLEIGH,Clay,6.26,1.27,125,Well Drained
NORTH DAKOTA,EMMONS,Clay,5.95,4.33,125,Moderately Drained
NORTH DAKOTA,GRANT,Silt,6.26,1.71,100,Well Drained
NORTH DAKOTA,MORTON,Loam,5.76,3.89,100,Well Drained
NORTH DAKOTA,SIOUX,Loam,6.33,4.09,100,Well Drained
NORTH DAKOTA,DICKEY,Silt,7.1,3.86,125,Well Drained
NORTH DAKOTA,LA MOURE,Sandy Loam,6.46,3.32,100,Well Drained
NORTH DAKOTA,LOGAN,Loam,5.54,1.06,50,Moderately Drained
NORTH DAKOTA,MCINTOSH,Clay,6.34,2.44,125,Poorly Drained
NORTH DAKOTA,RANSOM,Loam,5.55,3.42,75,Poorly Drained
NORTH DAKOTA,RICHLAND,Clay,7.43,2.55,125,Moderately Drained
NORTH DAKOTA,SARGENT,Sandy Loam,5.75,4.45,50,Poorly Drained
NORTH DAKOTA,ADAMS,Silt,6.92,2.24,50,Poorly Drained
NORTH DAKOTA,BILLINGS,Loam,7.45,2.17,100,Poorly Drained
NORTH DAKOTA,BOWMAN,Silt,7.15,2.06,125,Moderately Drained
NORTH DAKOTA,GOLDEN VALLEY,Loam,6.9,2.33,125,Moderately Drained
NORTH DAKOTA,HETTINGER,Clay,7.18,3.23,125,Poorly Drained
NORTH DAKOTA,SLOPE,Silt,7.46,3.83,75,Poorly Drained
NORTH DAKOTA,STARK,Loam,6.74,3.65,100,Poorly Drained
NORTH DAKOTA,DUNN,Clay,6.62,4.23,50,Well Drained
NORTH DAKOTA,MCLEAN,Silt,6.76,4.54,50,Well Drained
NORTH DAKOTA,OLIVER,Silt,6.57,4.26,100,Well Drained
OHIO,OTHER COUNTIES,Loam,6.77,1.08,50,Moderately Drained
OHIO,DELAWARE,Loam,6.4,3.94,50,Poorly Drained
OHIO,FAIRFIELD,Loam,5.94,1.83,100,Moderately Drained
OHIO,FAYETTE,Clay,5.74,1.53,50,Moderately Drained
OHIO,KNOX,Loam,5.64,3.55,125,Moderately Drained
OHIO,LICKING,Silt,6.03,2.28,75,Poorly Drained
OHIO,MADISON,Silt,5.59,1.23,100,Well Drained
OHIO,PICKAWAY,Loam,6.63,1.55,75,Poorly Drained
OHIO,ROSS,Loam,6.07,1.0,50,Poorly Drained
OHIO,UNION,Sandy Loam,7.15,4.61,50,Moderately Drained
OHIO,BELMONT,Silt,5.65,1.1,125,Moderately Drained
OHIO,CARROLL,Clay,5.95,1.84,100,Moderately Drained
OHIO,COSHOCTON,Sandy Loam,6.96,2.67,50,Well Drained
OHIO,HARRISON,Loam,6.7,2.43,100,Well Drained
OHIO,HOLMES,Loam,5.63,4.65,100,Well Drained
OHIO,JEFFERSON,Silt,7.25,1.16,100,Poorly Drained
OHIO,TUSCARAWAS,Loam,7.25,3.05,100,Moderately Drained
OHIO,CRAWFORD,Clay,6.16,3.72,100,Poorly Drained
OHIO,ERIE,Silt,6.18,4.73,75,Well Drained
OHIO,HURON,Loam,7.48,3.48,125,Moderately Drained
OHIO,LORAIN,Silt,6.75,4.22,100,Well Drained
OHIO,OTTAWA,Loam,6.56,1.33,75,Moderately Drained
OHIO,RICHLAND,Loam,7.18,2.54,50,Moderately Drained
OHIO,SENECA,Loam,6.07,2.5,100,Poorly Drained
OHIO,WYANDOT,Clay,6.36,4.55,50,Poorly Drained
OHIO,ASHTABULA,Clay,6.04,1.61,100,Well Drained
OHIO,COLUMBIANA,Silt,7.08,1.61,75,Poorly Drained
OHIO,GEAUGA,Loam,6.65,2.31,75,Poorly Drained
OHIO,MAHONING,Loam,6.82,1.22,75,Poorly Drained
OHIO,MEDINA,Clay,6.0,1.73,125,Moderately Drained
OHIO,PORTAGE,Loam,5.94,4.86,50,Poorly Drained
OHIO,STARK,Clay,6.48,2.71,125,Well Drained
OHIO,TRUMBULL,Loam,6.98,3.53,100,Moderately Drained
OHIO,WAYNE,Silt,6.55,3.9,50,Moderately Drained
OHIO,ALLEN,Loam,5.57,2.47,75,Poorly Drained
OHIO,DEFIANCE,Loam,7.24,1.59,50,Moderately Drained
OHIO,FULTON,Sandy Loam,5.63,1.83,75,Well Drained
OHIO,HENRY,Clay,7.41,2.25,125,Well Drained
OHIO,LUCAS,Loam,5.55,3.54,125,Moderately Drained
OHIO,PAULDING,Loam,6.89,2.59,75,Poorly Drained
OHIO,PUTNAM,Sandy Loam,5.66,1.03,75,Poorly Drained
OHIO,VAN WERT,Sandy Loam,7.32,3.09,100,Moderately Drained
OHIO,WOOD,Clay,6.43,4.69,125,Well Drained
OHIO,BROWN,Sandy Loam,5.78,4.25,125,Moderately Drained
OHIO,GALLIA,Silt,6.18,4.3,100,Poorly Drained
OHIO,HIGHLAND,Sandy Loam,5.83,4.18,125,Poorly Drained
OHIO,JACKSON,Silt,5.84,2.29,75,Moderately Drained
OHIO,PIKE,Clay,7.4,4.06,50,Well Drained
OHIO,SCIOTO,Clay,6.39,1.57,50,Moderately Drained
OHIO,ATHENS,Clay,7.08,3.63,125,Well Drained
OHIO,GUERNSEY,Clay,6.78,3.57,100,Well Drained
OHIO,MEIGS,Clay,6.85,1.1,75,Moderately Drained
OHIO,MONROE,Silt,5.76,4.15,50,Moderately Drained
OHIO,MORGAN,Silt,5.97,4.61,75,Well Drained
OHIO,MUSKINGUM,Clay,7.07,2.07,125,Well Drained
OHIO,NOBLE,Sandy Loam,7.44,4.25,125,Well Drained
OHIO,PERRY,Loam,6.03,1.33,50,Well Drained
OHIO,WASHINGTON,Clay,6.04,3.4,125,Poorly Drained
OHIO,BUTLER,Sandy Loam,6.45,2.94,100,Moderately Drained
OHIO,CLINTON,Loam,7.47,3.18,125,Well Drained
OHIO,GREENE,Clay,6.04,4.7,125,Moderately Drained
OHIO,MONTGOMERY,Clay,6.31,4.49,125,Well Drained
OHIO,PREBLE,Silt,7.28,4.14,75,Moderately Drained
OHIO,WARREN,Loam,5.51,2.09,75,Moderately Drained
OHIO,AUGLAIZE,Loam,5.58,4.65,50,Well Drained
OHIO,CHAMPAIGN,Sandy Loam,6.71,1.39,50,Well Drained
OHIO,CLARK,Silt,7.31,4.41,50,Moderately Drained
OHIO,DARKE,Silt,5.98,2.31,125,Moderately Drained
OHIO,HARDIN,Silt,6.44,1.22,75,Moderately Drained
OHIO,LOGAN,Silt,6.4,3.68,100,Poorly Drained
OHIO,MERCER,Loam,6.45,1.93,125,Well Drained
OHIO,MIAMI,Loam,6.75,1.97,125,Poorly Drained
OHIO,SHELBY,Clay,6.44,2.22,125,Poorly Drained
OKLAHOMA,OTHER COUNTIES,Clay,6.39,1.25,100,Well Drained
OKLAHOMA,GRADY,Silt,6.45,1.71,50,Well Drained
OKLAHOMA,OKLAHOMA,Silt,6.68,1.02,100,Poorly Drained
OKLAHOMA,PAYNE,Silt,6.57,2.78,50,Well Drained
OKLAHOMA,POTTAWATOMIE,Clay,7.21,1.34,100,Moderately Drained
OKLAHOMA,MUSKOGEE,Sandy Loam,5.6,3.73,75,Moderately Drained
OKLAHOMA,ALFALFA,Sandy Loam,7.17,1.94,125,Poorly Drained
OKLAHOMA,GARFIELD,Clay,7.19,4.77,125,Poorly Drained
OKLAHOMA,KAY,Clay,6.07,4.49,125,Well Drained
OKLAHOMA,MAJOR,Clay,6.43,2.16,50,Well Drained
OKLAHOMA,NOBLE,Clay,6.38,4.13,100,Poorly Drained
OKLAHOMA,CRAIG,Clay,5.94,4.21,75,Poorly Drained
OKLAHOMA,DELAWARE,Clay,6.29,4.95,100,Moderately Drained
OKLAHOMA,MAYES,Silt,5.59,3.39,125,Moderately Drained
OKLAHOMA,OTTAWA,Silt,6.06,1.33,75,Well Drained
OKLAHOMA,WAGONER,Silt,7.13,3.59,75,Moderately Drained
OKLAHOMA,TEXAS,Silt,6.07,3.5,125,Well Drained
OKLAHOMA,GARVIN,Clay,7.14,3.55,100,Well Drained
OKLAHOMA,CHOCTAW,Sandy Loam,6.56,2.23,125,Well Drained
OKLAHOMA,TILLMAN,Loam,7.26,4.44,100,Moderately Drained
PENNSYLVANIA,OTHER COUNTIES,Clay,6.65,4.84,75,Poorly Drained
PENNSYLVANIA,BLAIR,Loam,5.56,1.87,75,Poorly Drained
PENNSYLVANIA,CAMBRIA,Sandy Loam,6.85,1.35,125,Moderately Drained
PENNSYLVANIA,CENTRE,Silt,5.59,1.78,75,Poorly Drained
PENNSYLVANIA,CLEARFIELD,Sandy Loam,6.4,4.28,50,Well Drained
PENNSYLVANIA,COLUMBIA,Clay,7.36,3.71,75,Poorly Drained
PENNSYLVANIA,DAUPHIN,Silt,5.83,3.54,50,Moderately Drained
